,data1,data2,data3,data4,data5,data6,data7,data8,class
0,17.261027677335854,0.2330847103059492,1.0541847241562947,3.2891815910724977,0.6465513308332609,0.3232075606419122,0.36288015433896287,0.22223855390384867,1
1,18.791971637269715,0.2182406636115154,1.0047915120411017,3.1603441985021243,0.636964898299962,0.30369909141453616,0.3419725726942306,0.21259892537309005,1
2,7.517735452801995,0.3590308924200475,1.3528115166094163,4.142039245722523,0.8300798982730779,0.44053230637712704,0.5065953278767054,0.29996172830244194,1
3,0.03722588195225224,0.4535703991539128,1.5556505704824397,4.728338385096501,1.1272425510569757,0.5577104701384414,0.6198156373368524,0.3659208919981475,1
4,0.4675144388785193,0.5535207265931984,1.6531309170820372,4.73715130137533,1.1364286258886942,0.60304845151081,0.6518317400478604,0.39864810276313245,1
5,0.3098880789912072,0.6279581203758375,1.7178534471835265,4.847185427090502,1.3702494920842665,0.6861314577451,0.679305462761509,0.4148515082114773,1
6,0.3002317563227017,0.5071513066909096,1.6642292912999759,4.924263075018856,1.1176044072501716,0.6705887864091388,0.7008486902169297,0.37166980505558145,1
7,0.30462046391660985,0.5623560194835666,1.67466827979989,4.952554850694729,1.3324235559360957,0.7325902578707679,0.7192431991100147,0.3803998370406467,1
8,0.29666316914553864,0.4838635057700586,1.7058107406274219,4.997071500730498,1.2055183688624833,0.7358739471708702,0.7021267029486201,0.3560828786401534,1
9,0.301399126814629,0.5555491922008514,1.6314751108012726,4.894341055868681,1.2378588557768078,0.6998694870384783,0.6689535621051582,0.33886446437026163,1
10,0.28745322683122354,0.5333629828797182,1.6115741783850415,4.834090657047081,1.5534904303373953,0.7058901085460902,0.6757758108058894,0.350244243729071,1
11,0.2544144490765154,0.6857926897900024,1.5724322395221415,4.733719629087725,1.5057261917478417,0.6568325525226311,0.6357850403613173,0.3145056263183381,1
12,0.23065476660820428,0.6686627028601716,1.6952882890308214,4.889698925031073,1.7275441120285455,0.6509448336395214,0.6650136358358699,0.2866365561353878,1
13,0.20013403757526227,0.49016642259815485,1.8428767401934956,5.224559619439281,1.8161978985571923,0.6716602486435479,0.6904081084872721,0.2487361393605664,1
14,0.2133491881551093,0.5236229261473281,1.9275812508724268,5.272769871862434,1.9119094108581671,0.714075279299022,0.763211799803325,0.2732666413907082,1
15,0.19516864034319828,0.4809045047907302,1.855923725421198,5.158796894830758,1.7637556300513488,0.6580002643821338,0.7070871103339965,0.26513548097172146,1
16,0.17190259452898998,0.4974196167418255,1.902490029066274,5.239210082490415,1.7856318883661986,0.6918545628290046,0.7210014050937928,0.2538328444418064,1
17,0.1758303126208905,0.3921009030385266,1.8872194223975427,5.292248560926017,1.8905880263429558,0.6888556173030094,0.7192499893757136,0.23702433983222637,1
18,0.1615970065909181,0.5274797384209489,1.8832121092828058,5.100660795357554,1.642228811788451,0.6841794523030866,0.732154287270499,0.24702650529661047,1
19,0.15388744254520836,0.4913516203599933,1.9301855256030254,5.248542966379224,1.7540468386395238,0.6529712568702771,0.7362671071917537,0.23693330351826322,1
20,0.14987019860363848,0.42226624563455206,1.915005513453679,5.288683473792843,1.8022649542302762,0.6741717271216437,0.774292738313967,0.2573205026732833,1
21,0.1611329374841074,0.4564476715821153,1.8777189956975895,5.201595040423878,1.7733395511017396,0.6276619753793746,0.7455065350630795,0.2435975912490614,1
